Title,Company,Location,Stipend,Skills
Brand Management,UniAccoActively hiring,"Thane, Navi Mumbai, Mumbai",No Stipend,"Social Media Marketing, Branding, Digital Marketing, Content Marketing, English Proficiency (Spoken), English Proficiency (Written)"
Company Secretary (CS),"AAS & Associates, Company Secretaries",Mumbai,No Stipend,MS-Office
Content Writing,RuDe Labs Private LimitedActively hiring,Work from home,No Stipend,"Blogging, Digital Marketing, Creative Thinking, Search Engine Optimization (SEO), Creative Writing, English Proficiency (Spoken), English Proficiency (Written)"
Human Resources (HR),Sowmya  Sri,Hyderabad,No Stipend,"MS-Excel, English Proficiency (Spoken), English Proficiency (Written)"
Social Worker – Field Outreach,VITAL HOPE FOUNDATION,Work from home,No Stipend,Field Work
Graphic Design,Ava International Private Limited,Noida,No Stipend,"Adobe Photoshop, Adobe Illustrator, Adobe InDesign"
Videography,Shree Bandhani Sutra,Mumbai(Hybrid),No Stipend,"Video Editing, Videography, Photography, Video Making"
Video Editing/Making,MiM-EssayActively hiring,Delhi,No Stipend,"Adobe Photoshop, Adobe Illustrator, Video Editing, Adobe Premiere Pro, Final Cut Pro, Video Making"
Client Servicing,Performance Launchpad,Gurgaon,No Stipend,"MS-Office, Digital Advertising, Effective Communication, Performance Marketing, Digital Marketing Tools"
Human Resources (HR),DEPT®,Mumbai,No Stipend,"MS-Office, MS-Word, MS-Excel, English Proficiency (Spoken), English Proficiency (Written)"
Node.js Development,Transition Computing IndiaActively hiring,Work from home,No Stipend,"JavaScript, MongoDB, Node.js, Express.js, REST API, Firebase"
Interior Design,Sharon Sethi,Delhi(Hybrid),No Stipend,"AutoCAD, Presentation skills, Google SketchUp, Interpersonal skills"
Instagram Marketing Manager-Fashion & Clothing Brand,Rimpa Saluja,Work from home,No Stipend,"Canva, Instagram Marketing"
Angular Web Developer,Transition Computing IndiaActively hiring,Hyderabad,No Stipend,"HTML, CSS, JavaScript, Node.js, PostgreSQL, Angular 2.0, TypeScript"
Software Development,Techdome Solutions Private LimitedActively hiring,"Indore, Hyderabad",No Stipend,"MySQL, JavaScript, Python, .NET, Node.js, React, MEAN"
Marketing,Visiq Technology Private LimitedActively hiring,Work from home,No Stipend,"Social Media Marketing, Email Marketing, English Proficiency (Spoken), English Proficiency (Written)"
Automation & AI,PilgrimActively hiring,Mumbai,No Stipend,Python
Social Media Marketing,Skinibi,Work from home,No Stipend,"Adobe Photoshop, Video Editing, Adobe Premiere Pro, Digital Marketing, Search Engine Optimization (SEO), Adobe After Effects, Instagram Marketing"
Business Development (Sales),Zenith Institute,Work from home,No Stipend,"English Proficiency (Spoken), Interpersonal skills, ChatGPT"
Volunteer – Global Shapers Community,Global Shapers Chandigarh Hub,"Chandigarh, Mohali, Panchkula(Hybrid)",No Stipend,"Community Management, Graphic Design"
Social Media Marketing,TVL MediaActively hiring,Noida,No Stipend,"Social Media Marketing, Search Engine Optimization (SEO), Creative Writing, Copywriting"
Digital Marketing,BookEventz,Mumbai,No Stipend,"Search Engine Marketing (SEM), Digital Marketing, Search Engine Optimization (SEO)"
Digital Content Creator & On-Camera Talent,LoveGuru,Mumbai(Hybrid),No Stipend,"Social Media Marketing, Video Editing, Videography, Acting, Content Editing"
"Sales Manager/ Promoters (Short-Term Blitz, 1–2 Months)",Sadravya Finance Private LimitedActively hiring,Delhi(Hybrid),No Stipend,"Client Relationship Management (CRM), Sales Management, English Proficiency (Spoken), Hindi Proficiency (Spoken), Interpersonal skills, Effective Communication, Negotiations"
Content Writing,Techdome Solutions Private LimitedActively hiring,"Indore, Hyderabad",No Stipend,"Social Media Marketing, Blogging, Search Engine Optimization (SEO), Creative Writing, English Proficiency (Spoken), English Proficiency (Written)"
Interior Design,Goldiam International Limited,Mumbai,No Stipend,"AutoCAD, Google SketchUp"
Human Resources (HR),Musk Owl LLP,Udaipur,No Stipend,"MS-Office, English Proficiency (Spoken), English Proficiency (Written)"
Social Media Marketing,Frontier Agrotech Pvt Ltd,Mohali,No Stipend,"Social Media Marketing, Search Engine Marketing (SEM), Digital Marketing, Search Engine Optimization (SEO), Facebook Marketing, Instagram Marketing"
Product User Research,Snapmint Credit Advisory Private Limited,Bangalore,No Stipend,"UX Research, Effective Communication"
Human Resources (HR),Morphedo Technologies Private Limited,Noida,No Stipend,"Recruitment, Time Management, Talent Management, Interpersonal skills, Effective Communication, Onboarding"
Business Development (Sales),Alpha Konnect Koncepts,Mumbai(Hybrid),No Stipend,"Social Media Marketing, Search Engine Marketing (SEM), Digital Marketing, Google AdWords, Search Engine Optimization (SEO), Facebook Marketing, Email Marketing"
Law/Legal,Dejure Legaltech,Work from home,No Stipend,"MS-Office, MS-Word, English Proficiency (Spoken), English Proficiency (Written)"
Social Media Marketing,BicardActively hiring,Pune(Hybrid),No Stipend,"Social Media Marketing, Search Engine Marketing (SEM), Digital Marketing"
Accounting & Taxation,Taxcellence Corporate AdvisoryActively hiring,Delhi,No Stipend,MS-Excel
Talent Acquisition,Almond Solutions Private Limited,Gurgaon,No Stipend,"Recruitment, Human Resources, Human Resource Information System (HRIS)"
Operations,Universal AdventuresActively hiring,Work from home,No Stipend,"English Proficiency (Spoken), Hindi Proficiency (Spoken)"
Product Market Fit Testing,Manthan,Work from home,No Stipend,"Attention to Detail, Photography, Effective Communication"
Content Writing,AP GroupActively hiring,Gurgaon(Hybrid),No Stipend,"Social Media Marketing, Digital Marketing, Creative Writing"
Graphic Design,One Direction Skill Solutions,Delhi,No Stipend,"Adobe Photoshop, Sketching, Color Correction"
Subject Matter Expert- Microbiology,QA SolversActively hiring,Work from home,No Stipend,"English Proficiency (Spoken), English Proficiency (Written), Subject Matter Expert (SME), Effective Communication"
Video Editing/Making,Spizop,Delhi,No Stipend,"CorelDRAW, Video Editing, Adobe Premiere Pro, Final Cut Pro, Canva"
Business Development / Sales Team Lead,Eniacworld Media Private LimitedActively hiring,Work from home,No Stipend,"Leadership, Team Management, Lead Generation, Web development, Mentorship, Business Development, Research and Analytics"
AI Solution Implementation,Digite Infotech Private LimitedActively hiring,Mumbai(Hybrid),No Stipend,"Python, SQL, NoSQL"
Java Development,Crossing HurdlesActively hiring,Gurgaon,No Stipend,"Java, PostgreSQL, Spring Boot"
Creative Writing,New Business Strategies Corporation,Work from home,No Stipend,"Creative Writing, English Proficiency (Written)"
Content and Social Media Marketing,The BOARDing Gate,Mumbai,No Stipend,"Social Media Marketing, Event Management, Graphic Design"
Python Development,Digite Infotech Private LimitedActively hiring,Mumbai(Hybrid),No Stipend,"Python, MongoDB, FastAPI"
Recruitment Consultant,Wroots Global Private Limited,Bangalore,No Stipend,Recruitment
Content and Social Media Marketing,Mounika V,Work from home,No Stipend,"Social Media Marketing, Content Writing, Storytelling, Canva, Instagram Marketing"
Flutter Development,Idea UsherActively hiring,Work from home,No Stipend,"Flutter, REST API, Dart, GetX"
Full Stack Development,Idea UsherActively hiring,Work from home,No Stipend,"PHP, MySQL, HTML, CSS, JavaScript, Python, MongoDB"
Business Development (Sales),Peplum Lab,Delhi,No Stipend,"Social Media Marketing, Digital Marketing, Cold Calling, Email Marketing, LinkedIn Marketing, English Proficiency (Spoken)"
Video Editing/Making,Knowletive Services,Pune(Hybrid),No Stipend,"Video Editing, Videography, Video Making"
Social Work,Uplift Live Foundation,Noida(Hybrid),No Stipend,Computer skills
Talent Acquisition,Synchron Global One Source Private Limited,Ahmedabad,No Stipend,"MS-Office, Recruitment, Interpersonal skills, Effective Communication, Resume screening, Interview Coordination"
Business Development (Sales),Eniacworld Media Private LimitedActively hiring,Work from home,No Stipend,"Negotiation, Digital Marketing, Time Management, Computer skills, Lead Generation, Client Relationship, Interpersonal skills"
Social Service,PawzzActively hiring,Work from home,No Stipend,"Social Media Marketing, Time Management, Business Analysis, Advanced Excel, Business Research, Client Relationship, English Proficiency (Spoken)"
Crowdfunding,PawzzActively hiring,Work from home,No Stipend,"Social Media Marketing, Blogging, Time Management, Market Analysis, Business Analysis, Product Management, Content Marketing"
Financial Market Research,CertiwisehubActively hiring,Work from home,No Stipend,Finance
Social Service,Pawzz FoundationActively hiring,Work from home,No Stipend,"Social Media Marketing, Project Management, Time Management, Facebook Marketing, Problem Solving, Business Analysis, Content Marketing"
Campus Ambassador,PawzzActively hiring,Work from home,No Stipend,"Social Media Marketing, MS-Office, Digital Marketing, Time Management, Market Analysis, Business Analysis, Advanced Excel"
Content Writing,Big Internet E-commerce Private LimitedActively hiring,Work from home,No Stipend,"Social Media Marketing, Digital Marketing, Creative Writing, English Proficiency (Spoken), English Proficiency (Written)"
Founders Office,KSD AdvisoryActively hiring,Work from home,No Stipend,"Leadership, MS-Office, Team Management, Presentation skills, Creative Thinking, Problem Solving, Coordination"
Battery Design & Development,MoonriderActively hiring,Bangalore,No Stipend,"SolidWorks, Mechanical & Electrical Product Design, Battery Pack Testing"
Human Resources (HR),NestAway Technologies Private LimitedActively hiring,Pune,No Stipend,Recruitment
Video Editing/Making,Skillinabox Learning Solutions Private LimitedActively hiring,Noida,No Stipend,"Adobe Photoshop, Adobe Illustrator, Video Editing, Adobe Premiere Pro, Adobe After Effects, Image Editing"
Motion Graphics,Entrepreneur Growth Lab (OPC) Private LimitedActively hiring,Work from home,No Stipend,"MS-PowerPoint, Typography, Animation, Adobe After Effects, Layout Design, Google Slides, Graphic Design"
Graphic Design,Entrepreneur Growth Lab (OPC) Private LimitedActively hiring,Work from home,No Stipend,"Adobe Photoshop, CorelDRAW, Adobe Illustrator, MS-PowerPoint, Video Editing, Typography, UI & UX Design"
Product Management,JurexActively hiring,Mohali,No Stipend,"Analytical Thinking, Product Management, English Proficiency (Spoken), Product Lifecycle Management(PLM)"
UI/UX Design,JurexActively hiring,Mohali,No Stipend,"User Interface (UI) Development, Wireframing, UI & UX Design, Figma, Miro"
Social Media Manager,Entrepreneur Growth Lab (OPC) Private LimitedActively hiring,Work from home,No Stipend,"Content Writing, Adobe Photoshop, Market Analysis, Copywriting, Storytelling, Content Marketing, Design Thinking"
Social Entrepreneurship,Pawzz FoundationActively hiring,Work from home,No Stipend,"MS-Office, Google Analytics, MS-Word, Digital Marketing, Time Management, Market Analysis, Facebook Marketing"
Presentation Designer,Entrepreneur Growth Lab (OPC) Private LimitedActively hiring,Work from home,No Stipend,"Adobe Photoshop, MS-PowerPoint, Attention to Detail, Typography, Data Visualization, Image Editing, Layout Design"
Project Management,Pawzz Foundation,Work from home,No Stipend,"Social Media Marketing, Project Management, MS-Word, Time Management, MS-Excel, Product Management, Advanced Excel"
Lead Management & Analysis Expert,APTI30Actively hiring,Gurgaon(Hybrid),No Stipend,"Critical thinking, English Proficiency (Spoken), Effective Communication"
Digital Marketing (SEO & Social Media),Sherdore,Work from home,No Stipend,"Social Media Marketing, Content Writing, Google Analytics, Search Engine Optimization (SEO), Google Search Console"
Digital Marketing,Sevoke Realty,Work from home,No Stipend,"Social Media Marketing, Email Marketing, English Proficiency (Spoken), English Proficiency (Written), Instagram Marketing"
Game Designer,Absurd Games Private Limited,Work from home,No Stipend,"Creative Thinking, Problem Solving, Game development, Unity Engine"
Social Impact,PawzzActively hiring,Work from home,No Stipend,"MS-Office, Project Management, Digital Marketing, Time Management, Data Analytics, Market Analysis, Business Analysis"
Social Media Marketing,Tazaari,Mumbai(Hybrid),No Stipend,"Social Media Marketing, Search Engine Optimization (SEO), Instagram Marketing, Content Editing"
Research,Earth5RActively hiring,Work from home,No Stipend,"Proofreading, English Proficiency (Spoken), English Proficiency (Written), Research and Analytics, Effective Communication, Data Analysis"
Lead Generation,Sanyam Pahwa,Delhi,No Stipend,"Social Media Marketing, Digital Marketing, Email Marketing, Lead Generation, Web Design, LinkedIn Marketing, English Proficiency (Spoken)"
Digital Marketing,Tiyana Incorporation,Mumbai,No Stipend,"Social Media Marketing, Google Analytics, Search Engine Marketing (SEM), Digital Marketing, Google AdWords, Search Engine Optimization (SEO), Facebook Marketing"
Graphic Design,NutrachocoActively hiring,Work from home,No Stipend,"Adobe Photoshop, Adobe Illustrator, Adobe InDesign, Photography, Adobe After Effects, Image Editing, Canva"
Content and Social Media Marketing,MetaNucleus Tech Private LimitedActively hiring,Work from home,No Stipend,"Social Media Marketing, Content Writing, Content Marketing, English Proficiency (Spoken), English Proficiency (Written)"
Web Development,JurexActively hiring,Mohali,No Stipend,"HTML, CSS, WordPress, Webflow, Framer"
Social Media,Griebs Music Private Limited,Mumbai,No Stipend,"Social Media Marketing, Adobe Premiere Pro, Canva"
Store Fashion Consultant,Aramya,Bangalore,No Stipend,Sales
Community & Experience,Go StopsActively hiring,"Delhi, Bangalore",No Stipend,"Teamwork, English Proficiency (Spoken), Hindi Proficiency (Spoken), Adaptability, Effective Communication, Cultural Awareness, Google Sheets"
Graphic Design,Redstone Interglobal LLP,Mumbai(Hybrid),No Stipend,"Adobe Photoshop, Adobe Illustrator, Video Editing, Canva"
Graphic Design,InsightsDNAActively hiring,Work from home,No Stipend,"Adobe Photoshop, Adobe Illustrator, UI & UX Design, Design Thinking, Figma"
Content and Social Media Marketing,Tarini Nirula Accessories,Delhi(Hybrid),No Stipend,"Social Media Marketing, Adobe Photoshop, Video Editing, Video Making, English Proficiency (Spoken), English Proficiency (Written), Canva"
